obs,action
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.9326327278489165, 0.5, 0.513483771271167, 0.6420711689422387, 0.8344467277792864]","[12, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.5509834423070666, 0.5, 0.5, 0.5678690832072607, 0.7602446420443084]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.9474926467501064, 0.5, 0.5202879786740959, 0.7126635375111436, 0.8576598430259764]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.5507498475250637, 0.6402726734181488, 0.6230131185495338, 0.7759172647585365, 0.8328500834661463]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.8377212543512845, 0.5885765497303873, 0.6058361045990023, 0.74148069593939, 0.7984135146469998]","[6, 11, 10, 12, 0, 2, 7, 1, 3, 9, 4, 8, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.6666666666666666, 0.45473096402080654, 0.6674395307790474, 0.5145353845700447, 0.5317949394386596, 0.7243723494866572]","[6, 11, 10, 12, 0, 2, 7, 1, 5, 9, 4, 8, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.07, 0.13, 0.12, 0.07, 0.6666666666666666, 0.9522116225719705, 0.639514618872563, 0.6077418517529076, 0.6609388203386334, 0.6646746704605175]","[6, 11, 10, 0, 2, 7, 1, 5, 3, 9, 4, 8, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.0, 0.5795047086721752, 0.5, 0.5, 0.5561050823374899, 0.7138072411116809]","[6, 11, 12, 0, 2, 1, 7, 4, 5, 8, 10, 3, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.04, 0.01, 0.06, 0.13, 0.12, 0.07, 0.0, 0.8883175623529193, 0.5, 0.5190475398958005, 0.6767496986699917, 0.868183405117452]","[6, 11, 12, 0, 2, 1, 7, 5, 4, 9, 8, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.16666666666666666, 0.5690186442373791, 0.5, 0.5950655688438564, 0.6008338402556183, 0.7771475611168717]","[11, 12, 0, 3, 2, 1, 4, 5, 9, 6, 8, 10, 7]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.16666666666666666, 0.8539778974709407, 0.5, 0.5608704584558291, 0.5666387298675909, 0.7429524507288443]","[11, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.3333333333333333, 0.5073067601430618, 0.5, 0.6645529872081898, 0.8268414840384867, 0.8919557517825161]","[11, 10, 3, 0, 5, 7, 2, 6, 9, 8, 12, 4, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.3333333333333333, 0.9076508783288469, 0.5, 0.6165116930258955, 0.7788001898561925, 0.8439144576002218]","[11, 10, 3, 0, 1, 2, 7, 5, 9, 6, 8, 12, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.5184617116286366, 0.5432143930299208, 0.6008939626932989, 0.7055028898602177, 0.7706171576042471]","[10, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.9069746900067912, 0.7239956001988684, 0.4965928356245422, 0.5542724052879202, 0.649529618280394]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.6666666666666666, 0.6396182887692703, 0.8234357723173161, 0.5616123864288965, 0.636078368347371, 0.8636188985393528]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.6666666666666666, 0.9325561828879169, 0.8284663512451153, 0.526459839134659, 0.6009258210531334, 0.7882832250230786]","[6, 11, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.0, 0.6311863097368283, 0.5, 0.5, 0.5046307360232458, 0.8399692673147001]","[11, 12, 0, 1, 2, 4, 7, 5, 9, 6, 8, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.9290639127029863, 0.5, 0.5, 0.6480769168005645, 0.8042239549587612]","[11, 12, 3, 0, 1, 2, 4, 7, 9, 6, 8, 10, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.16666666666666666, 0.565599328634562, 0.5, 0.5716926668887754, 0.6104451682821309, 0.727839705046972]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.16666666666666666, 0.9516678630986158, 0.5, 0.5253644427530889, 0.5641169441464444, 0.6815114809112857]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.5970064200491834, 0.5, 0.6040708540772175, 0.818448606550628, 0.898012719693179]","[11, 10, 12, 0, 2, 1, 7, 3, 4, 9, 6, 8, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.04, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.868150258350397, 0.5, 0.5715335934810719, 0.7859113459544824, 0.8654754590970333]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.5, 0.5559199919286281, 0.5, 0.5999856020523657, 0.7033789779250946, 0.7829430910676456]","[6, 11, 12, 10, 0, 2, 1, 5, 9, 8, 3, 4, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.5, 0.9429151042131707, 0.5, 0.5535461885782206, 0.6569395644509496, 0.7269310567850334]","[6, 11, 10, 0, 2, 1, 7, 3, 5, 9, 8, 12, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.6666666666666666, 0.5816422540234877, 0.6502837988077954, 0.5802923064737115, 0.5975440047120355, 0.8747035728229821]","[6, 11, 10, 0, 2, 7, 1, 5, 3, 9, 4, 8, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.6666666666666666, 0.894746432415559, 0.8371310714159336, 0.542719805066663, 0.559971503304987, 0.6127112974007468]","[6, 11, 10, 12, 0, 2, 7, 1, 5, 9, 4, 8, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.0, 0.6367659031126701, 0.5, 0.5, 0.5080887349322802, 0.6482641845609032]","[6, 11, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.0, 0.8951211923006971, 0.5, 0.5, 0.61726154985834, 0.8875799857254606]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.04, 0.01, 0.07, 0.12, 0.12, 0.08, 0.16666666666666666, 0.6483456597485807, 0.5, 0.526874613764594, 0.5921310339880074, 0.7971930496317146]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.04, 0.02, 0.06, 0.12, 0.13, 0.08, 0.16666666666666666, 0.9540543255952798, 0.5, 0.5, 0.5554459940864035, 0.7605080097301107]","[4, 6, 11, 10, 0, 2, 1, 5, 3, 8, 12, 7, 9]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.11, 0.07, 0.09, 0.04, 0.01, 0.06, 0.13, 0.13, 0.08, 0.3333333333333333, 0.5754130967934543, 0.5, 0.6515412365129669, 0.6859449571863298, 0.8213261808409151]","[4, 6, 10, 0, 2, 1, 3, 5, 9, 11, 12, 7, 8]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.3333333333333333, 0.8979568745495877, 0.6128359831822309, 0.6472397038555937, 0.7826209275101792, 0.8391229978681803]","[6, 3, 4, 5, 0, 2, 9, 8, 11, 10, 12, 1, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.5, 0.5425241855758335, 0.5698916265324442, 0.5354879058590813, 0.7052728501870297, 0.7617749205450309]","[6, 3, 4, 0, 5, 7, 2, 9, 8, 11, 10, 12, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.5, 0.8199927399864464, 0.6719766236577561, 0.5365954000031706, 0.6741207731256145, 0.7197595805265519]","[6, 3, 0, 1, 2, 4, 7, 5, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.6666666666666666, 0.5445662131972616, 0.5871719563403167, 0.5850278068724584, 0.632810763741254, 0.8935314145340453]","[6, 12, 0, 2, 1, 7, 3, 5, 4, 9, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.6666666666666666, 0.94515137450162, 0.8454611951775223, 0.5369575875159353, 0.5391017369837937, 0.584740544384731]","[6, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.0, 0.6901698145211412, 0.60605483913223, 0.5, 0.6112075283336525, 0.6934062597280354]","[11, 10, 12, 0, 1, 2, 7, 5, 9, 6, 8, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.0, 0.9788167135044811, 0.5765699004556518, 0.5714172112542292, 0.6436683890479981, 0.6587686318500345]","[11, 10, 0, 1, 2, 4, 7, 5, 9, 6, 8, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.16666666666666666, 0.6170265084025838, 0.5670832136602257, 0.4999847250678795, 0.5821834564622622, 0.6728951496582886]","[10, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.07, 0.12, 0.13, 0.07, 0.16666666666666666, 0.9173082762866519, 0.5461496443161741, 0.5310494015141376, 0.6368613375122004, 0.8894269527900178]","[10, 12, 3, 0, 1, 2, 4, 7, 9, 6, 8, 11, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.14, 0.07, 0.3333333333333333, 0.5883491985381019, 0.5563364268420264, 0.5, 0.629620272980319, 0.8089020421198438]","[10, 12, 3, 0, 1, 5, 7, 2, 6, 8, 11, 4, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.04, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.990952043406954, 0.5813079315960568, 0.5, 0.7605897007355815, 0.8475768920004338]","[10, 12, 3, 0, 1, 5, 7, 6, 2, 9, 8, 4, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.07, 0.13, 0.13, 0.07, 0.5, 0.6890309165904304, 0.6768202359535644, 0.5, 0.7638074272184167, 0.812119768602679]","[12, 3, 5, 6, 1, 0, 2, 9, 8, 11, 10, 4, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.6666666666666666, 0.00903282249540401, 0.7254071985098198, 0.6286212615354816, 0.7645836345082716, 0.9277770585012332]","[12, 6, 5, 1, 0, 7, 2, 11, 10, 8, 3, 4, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.11, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.6666666666666666, 0.6204881401257202, 0.6912089963926337, 0.5552466234198437, 0.6520325603941819, 0.8544024203855952]","[12, 6, 1, 0, 9, 7, 2, 11, 10, 8, 3, 4, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.14, 0.07, 0.6666666666666666, 0.9067785439777557, 0.8200475719233509, 0.5208917749575994, 0.6085418065461272, 0.6568541479303894]","[12, 5, 1, 0, 9, 7, 2, 11, 10, 8, 3, 4, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.645846345765373, 0.5, 0.5, 0.5217647413281884, 0.6108214178531125]","[12, 6, 5, 1, 0, 9, 7, 2, 10, 8, 3, 4, 11]"
"[0.5, 0.03, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.38664271380397014, 0.5, 0.5, 0.5219258536884809, 0.8069936692200644]","[12, 6, 5, 1, 0, 7, 9, 2, 8, 11, 10, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.16666666666666666, 0.6994039078690548, 0.5, 0.5, 0.6366599194014634, 0.7694623259322543]","[12, 6, 5, 1, 9, 7, 2, 11, 10, 8, 3, 4, 0]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.3333333333333333, 0.4511316242169414, 0.5, 0.546452593439717, 0.5799641383577545, 0.6701190945846974]","[6, 5, 1, 0, 9, 7, 2, 11, 10, 8, 12, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.13, 0.13, 0.08, 0.3333333333333333, 0.7333483800885006, 0.5, 0.5125865827351299, 0.5460981276531675, 0.6362530838801104]","[4, 6, 5, 1, 0, 7, 9, 2, 8, 11, 10, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.5, 0.4027939926081672, 0.5, 0.5559196103777504, 0.5979725434236388, 0.6467466309293377]","[3, 4, 5, 6, 1, 0, 7, 2, 8, 11, 10, 12, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.5, 0.6873279993324104, 0.5, 0.5217755295708412, 0.5597137083800043, 0.6126025501224285]","[3, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.9650921955911448, 0.488443826019793, 0.5263820048289563, 0.5792708465713804, 0.8912806105260461]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.6666666666666666, 0.691297180230625, 0.5, 0.5, 0.7943372666598225, 0.8614331207032956]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.8333333333333334, 0.0005788562390686517, 0.8243193195822823, 0.5, 0.7572234655388093, 0.8587754322636829]","[11, 10, 12, 0, 2, 1, 7, 3, 4, 9, 6, 8, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.11, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.0, 0.6387030361102006, 0.5, 0.5077444179977465, 0.5422005306791471, 0.8706685001769802]","[11, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.0, 0.9035242629967494, 0.5, 0.5104219834527612, 0.8388899529505943, 0.881488977111876]","[11, 10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.16666666666666666, 0.5394217533497189, 0.5, 0.6062102712393971, 0.7532305399337929, 0.8051812782695197]","[11, 3, 4, 0, 1, 7, 6, 2, 9, 8, 10, 12, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.16666666666666666, 0.8179934004841319, 0.5, 0.5727816735832676, 0.7198019422776634, 0.7717526806133901]","[11, 4, 0, 1, 5, 7, 6, 2, 9, 8, 10, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.42891174890428374, 0.6464917404672451, 0.6049958151155806, 0.6739837911479845, 0.6890907646285268]","[3, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.723750396780512, 0.638603153402837, 0.565500423133708, 0.6111111027220977, 0.6537101268833794]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.4538422038558565, 0.5660991100343381, 0.5235000858730564, 0.5509921365537958, 0.9058325909387713]","[10, 12, 3, 0, 1, 2, 7, 5, 9, 6, 8, 11, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.740621364948917, 0.8714190916076041, 0.48908658654188913, 0.5121653438794601, 0.5316856107031708]","[10, 12, 0, 3, 2, 7, 4, 5, 9, 6, 8, 11, 1]"
"[0.5, 0.02, 0.04, 0.02, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.6666666666666666, 0.44861098976828845, 0.8204991039240122, 0.6039800997844577, 0.6491782794591927, 0.7864603366292795]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.04, 0.01, 0.06, 0.12, 0.12, 0.07, 0.6666666666666666, 0.7570126645302176, 0.5669718988130262, 0.6121700784877612, 0.749452135657848, 0.7834909029525806]","[11, 10, 12, 0, 1, 7, 3, 5, 4, 9, 6, 8, 2]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.0, 0.44137145598930755, 0.5, 0.5, 0.6422039384825257, 0.8107002871306759]","[11, 10, 12, 0, 2, 1, 3, 5, 4, 9, 6, 8, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.0, 0.7160000480774519, 0.5, 0.6092485074319484, 0.7777448560800986, 0.9224639187621142]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.0, 0.9793074651609762, 0.5776516173819255, 0.6467091268759759, 0.7461479660300756, 0.8908670287120912]","[6, 11, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.16666666666666666, 0.6237398375897101, 0.6688160813386276, 0.5, 0.5693772421845279, 0.8135351440206432]","[6, 11, 10, 12, 0, 2, 7, 1, 3, 9, 4, 8, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.1, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.3333333333333333, 0.3754156054107322, 0.6010416193985657, 0.5786149892001049, 0.7233340518821205, 0.8726696378694032]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.3333333333333333, 0.659797349937738, 0.6786985652354997, 0.5444891798568642, 0.566915810055325, 0.8385438285261625]","[4, 11, 12, 0, 2, 1, 7, 5, 9, 6, 8, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.9499945482851521, 0.8037201647244728, 0.5096655160551745, 0.5320921462536353, 0.64387490143381]","[11, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.6788030533280107, 0.6196531491785209, 0.5564178808286669, 0.5961274007143583, 0.7162631441193298]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.11, 0.03, 0.01, 0.07, 0.12, 0.12, 0.07, 0.6666666666666666, 0.42150929515022045, 0.5070026516956933, 0.5265086017900831, 0.6271383951006646, 0.9195823176771591]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.12, 0.12, 0.07, 0.6666666666666666, 0.7333188023127756, 0.8821651768176525, 0.5897212542411581, 0.6733060169259989, 0.8791194827642176]","[11, 10, 12, 0, 3, 2, 1, 7, 4, 5, 8, 9, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.0, 0.40305804315327504, 0.5, 0.5587507738633576, 0.5617964679167926, 0.6913624717016501]","[11, 10, 12, 0, 2, 1, 7, 3, 5, 4, 6, 8, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.0, 0.6675100645858644, 0.5, 0.5270165312914469, 0.5300622253448819, 0.6596282291297393]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.16666666666666666, 0.38338949382947857, 0.5, 0.5737226976205057, 0.5924004854167652, 0.8788253561603415]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.16666666666666666, 0.698346821041317, 0.5, 0.5359278183550851, 0.5546056061513446, 0.8410304768949208]","[4, 6, 11, 10, 0, 2, 7, 1, 5, 9, 8, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.16666666666666666, 0.9854501506336723, 0.5, 0.5201532066002619, 0.639738863138191, 0.8065780773438382]","[4, 6, 11, 0, 2, 7, 1, 5, 3, 9, 8, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.6204290182740806, 0.5, 0.5595216006515693, 0.6235182608817922, 0.7208079924185222]","[6, 11, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 10]"
